Stream,Physics,Chemistry,Biology,English,ComputerScience,Mathematics,Accountancy,BusinessStudies,Economics,History,Geography,PoliticalScience,Sociology,Interest_Tech,Interest_Entrepreneurship,Interest_Leadership,Interest_Innovation,Interest_CriticalThinking,Interest_Research,Interest_ComputerSkill,Interest_HardwareSkill,Interest_Food,Interest_Creativity,PositiveThinking,Participated_Hackathon,Participated_Olympiad,Participated_Kabaddi,Participated_KhoKho,Participated_Cricket,CareerOption
Commerce,,,,88,,85,80,53,76,,,,,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,Chartered Accountant
Commerce,,,,59,,98,86,100,60,,,,,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,Software Developer
Commerce,,,,99,,69,69,64,71,,,,,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,Teacher
Science_PCB,58,98,74,74,64,,,,,,,,,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,Teacher
Science_PCB,74,75,73,55,71,,,,,,,,,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,Teacher
Arts,,,,70,,,,,,69,75,58,89,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,Doctor
Commerce,,,,82,,87,73,63,76,,,,,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,Software Developer
Science_PCB,71,77,100,85,80,,,,,,,,,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Doctor
Science_PCM,87,58,,97,96,93,,,,,,,,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,Politician
Science_PCB,94,60,74,93,57,,,,,,,,,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,Entrepreneur
Science_PCM,71,59,,60,56,57,,,,,,,,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,Chartered Accountant
Science_PCM,57,74,,50,84,81,,,,,,,,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,Athlete
Science_PCB,68,70,74,52,51,,,,,,,,,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,Doctor
Arts,,,,97,,,,,,73,69,94,72,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,Entrepreneur
Science_PCB,69,91,95,53,81,,,,,,,,,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,Chartered Accountant
Science_PCB,94,93,73,69,90,,,,,,,,,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,Doctor
Science_PCB,51,90,80,93,84,,,,,,,,,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,Chartered Accountant
Commerce,,,,59,,79,95,83,86,,,,,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,Chartered Accountant
Science_PCM,81,60,,64,56,93,,,,,,,,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,Doctor
Science_PCM,72,75,,76,93,60,,,,,,,,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,Teacher
Science_PCM,64,85,,99,78,81,,,,,,,,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,Doctor
Commerce,,,,82,,88,73,76,84,,,,,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,Politician
Science_PCB,90,61,92,56,89,,,,,,,,,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,Teacher
Commerce,,,,90,,75,84,61,86,,,,,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,Chartered Accountant
Commerce,,,,72,,83,50,73,54,,,,,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,Engineer
Science_PCB,74,79,69,90,66,,,,,,,,,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,Chartered Accountant
Science_PCM,53,54,,55,96,95,,,,,,,,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,Politician
Science_PCM,73,55,,56,81,73,,,,,,,,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,Politician
Arts,,,,54,,,,,,64,53,76,64,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,Doctor
Commerce,,,,84,,67,54,89,63,,,,,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,Politician
Arts,,,,60,,,,,,78,50,75,80,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,Politician
Arts,,,,58,,,,,,79,75,99,74,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,Scientist
Arts,,,,51,,,,,,96,77,95,53,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,Engineer
Arts,,,,53,,,,,,92,60,53,88,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,Chartered Accountant
Arts,,,,78,,,,,,90,73,86,51,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,Politician
Science_PCB,91,60,90,95,62,,,,,,,,,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,Athlete
Science_PCB,53,81,67,77,67,,,,,,,,,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,Artist
Science_PCM,77,89,,83,58,58,,,,,,,,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,Engineer
Science_PCB,90,99,94,96,63,,,,,,,,,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,Scientist
Arts,,,,61,,,,,,88,72,52,64,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,Scientist
Science_PCM,96,86,,78,85,58,,,,,,,,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,Chartered Accountant
Arts,,,,76,,,,,,87,97,71,88,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,Teacher
Commerce,,,,92,,75,69,54,100,,,,,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,Doctor
Arts,,,,55,,,,,,88,63,75,80,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Engineer
Arts,,,,91,,,,,,68,53,64,85,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,Artist
Commerce,,,,84,,86,98,80,88,,,,,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,Politician
Arts,,,,60,,,,,,90,90,59,80,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,Athlete
Science_PCB,60,63,98,67,96,,,,,,,,,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,Athlete
Science_PCM,53,75,,68,65,89,,,,,,,,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,Teacher
Commerce,,,,100,,91,80,88,73,,,,,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,Athlete
Science_PCB,70,78,73,67,99,,,,,,,,,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,Entrepreneur
Science_PCM,81,66,,95,61,86,,,,,,,,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,Chartered Accountant
Science_PCM,74,64,,52,94,60,,,,,,,,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,Politician
Commerce,,,,53,,93,67,99,89,,,,,0,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,Teacher
Arts,,,,71,,,,,,77,61,97,78,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,Software Developer
Science_PCB,65,76,85,61,50,,,,,,,,,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,Chartered Accountant
Commerce,,,,58,,89,67,86,56,,,,,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,Doctor
Commerce,,,,85,,87,92,79,74,,,,,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,Athlete
Commerce,,,,84,,89,59,93,92,,,,,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,Artist
Science_PCM,88,57,,100,60,69,,,,,,,,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,Engineer
Science_PCB,53,56,89,82,98,,,,,,,,,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,Entrepreneur
Science_PCB,66,66,67,63,80,,,,,,,,,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,Software Developer
Science_PCM,61,90,,88,95,86,,,,,,,,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,Software Developer
Science_PCM,54,72,,86,62,57,,,,,,,,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,Artist
Commerce,,,,94,,92,84,93,93,,,,,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,Teacher
Science_PCB,69,96,73,82,85,,,,,,,,,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,Scientist
Science_PCM,71,54,,84,79,79,,,,,,,,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,Teacher
Arts,,,,78,,,,,,85,90,71,57,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1,Scientist
Arts,,,,52,,,,,,69,88,95,53,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,Scientist
Arts,,,,81,,,,,,66,90,62,81,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,Doctor
Commerce,,,,97,,72,76,81,78,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Software Developer
Science_PCB,73,92,98,50,71,,,,,,,,,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,Software Developer
Arts,,,,97,,,,,,72,74,84,91,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,Politician
Arts,,,,73,,,,,,58,68,84,90,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,Engineer
Science_PCB,90,86,84,82,58,,,,,,,,,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,Artist
Arts,,,,89,,,,,,74,61,88,66,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,Politician
Arts,,,,55,,,,,,56,83,79,59,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,Software Developer
Arts,,,,56,,,,,,83,71,73,93,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,Politician
Arts,,,,86,,,,,,60,64,65,57,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,Athlete
Science_PCB,71,76,56,78,92,,,,,,,,,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,Entrepreneur
Arts,,,,89,,,,,,70,100,80,52,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,Athlete
Commerce,,,,66,,79,94,90,70,,,,,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,Teacher
Science_PCB,93,73,58,81,62,,,,,,,,,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,Athlete
Science_PCB,88,72,66,88,73,,,,,,,,,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,Doctor
Arts,,,,95,,,,,,86,62,67,75,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,Doctor
Science_PCM,62,53,,82,84,51,,,,,,,,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,Software Developer
Science_PCB,99,84,70,68,87,,,,,,,,,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,Engineer
Arts,,,,99,,,,,,69,69,51,90,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,Teacher
Science_PCM,75,75,,57,53,59,,,,,,,,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,Artist
Commerce,,,,75,,75,91,95,69,,,,,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,Teacher
Commerce,,,,80,,83,70,68,74,,,,,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,Software Developer
Commerce,,,,81,,71,50,74,96,,,,,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,Teacher
Arts,,,,88,,,,,,77,53,74,54,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,Athlete
Science_PCB,99,52,76,79,96,,,,,,,,,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,Engineer
Science_PCM,64,85,,63,77,66,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,Athlete
Science_PCB,75,75,71,86,65,,,,,,,,,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,Scientist
Arts,,,,61,,,,,,55,93,70,68,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,Doctor
Commerce,,,,86,,60,62,84,94,,,,,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,Engineer
Science_PCB,92,55,77,84,73,,,,,,,,,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,Chartered Accountant
Science_PCM,99,80,,89,83,62,,,,,,,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,Entrepreneur
Science_PCM,71,63,,79,83,64,,,,,,,,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,Doctor
Science_PCB,91,76,86,75,87,,,,,,,,,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,Engineer
Science_PCB,93,70,67,79,76,,,,,,,,,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,Athlete
Commerce,,,,96,,75,96,59,52,,,,,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,Engineer
Commerce,,,,60,,81,80,55,75,,,,,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,Entrepreneur
Science_PCM,62,86,,74,57,98,,,,,,,,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,Artist
Arts,,,,100,,,,,,54,79,74,75,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,Politician
Arts,,,,100,,,,,,60,86,55,58,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,Software Developer
Commerce,,,,55,,54,75,76,60,,,,,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,Entrepreneur
Commerce,,,,98,,51,59,69,82,,,,,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,Chartered Accountant
Science_PCB,55,81,87,86,60,,,,,,,,,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,Software Developer
Arts,,,,84,,,,,,88,86,72,71,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,Scientist
Science_PCM,90,98,,68,69,76,,,,,,,,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,Entrepreneur
Science_PCM,62,93,,65,81,74,,,,,,,,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,Artist
Science_PCM,67,58,,69,66,67,,,,,,,,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,Artist
Science_PCM,68,74,,85,91,65,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Teacher
Science_PCM,72,79,,63,54,86,,,,,,,,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,Doctor
Science_PCM,50,86,,54,57,65,,,,,,,,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,Politician
Commerce,,,,62,,59,73,91,74,,,,,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,Teacher
Science_PCM,80,90,,93,56,81,,,,,,,,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,Athlete
Science_PCB,63,97,70,51,87,,,,,,,,,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,Teacher
Science_PCM,53,70,,57,56,98,,,,,,,,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,Athlete
Science_PCM,86,78,,82,93,83,,,,,,,,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,Engineer
Science_PCM,54,94,,60,54,55,,,,,,,,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,Entrepreneur
Arts,,,,97,,,,,,58,58,52,86,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,Politician
Arts,,,,70,,,,,,52,87,82,97,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,Engineer
Arts,,,,92,,,,,,52,74,61,85,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,Athlete
Science_PCB,50,79,56,65,96,,,,,,,,,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,Engineer
Science_PCM,61,90,,68,80,84,,,,,,,,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,Scientist
Arts,,,,77,,,,,,99,66,91,89,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,Scientist
Commerce,,,,99,,55,57,51,91,,,,,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,Entrepreneur
Arts,,,,75,,,,,,62,81,93,51,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,Scientist
Commerce,,,,68,,96,55,67,54,,,,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Scientist
Science_PCB,63,82,79,67,72,,,,,,,,,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,Politician
Arts,,,,52,,,,,,59,78,99,71,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Chartered Accountant
Arts,,,,60,,,,,,75,94,81,74,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,Doctor
Arts,,,,78,,,,,,63,83,81,53,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,Scientist
Science_PCM,71,61,,69,70,91,,,,,,,,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,Scientist
Science_PCM,65,97,,94,52,100,,,,,,,,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,Scientist
Arts,,,,54,,,,,,67,74,69,86,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,Teacher
Science_PCB,89,53,94,70,74,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,Teacher
Science_PCM,94,59,,74,75,95,,,,,,,,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,Software Developer
Commerce,,,,81,,84,66,56,97,,,,,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,Artist
Commerce,,,,94,,69,96,54,67,,,,,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,Engineer
Science_PCB,80,92,98,62,66,,,,,,,,,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,Doctor
Arts,,,,97,,,,,,51,53,92,77,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,Chartered Accountant
Science_PCM,96,64,,90,51,76,,,,,,,,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,Teacher
Commerce,,,,74,,82,63,55,58,,,,,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,Athlete
Science_PCB,71,75,80,67,89,,,,,,,,,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,Entrepreneur
Science_PCM,79,79,,68,92,77,,,,,,,,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,Athlete
Arts,,,,68,,,,,,77,72,76,79,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,Artist
Arts,,,,76,,,,,,79,85,51,66,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,Doctor
Science_PCM,82,89,,70,79,73,,,,,,,,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,Teacher
Arts,,,,68,,,,,,53,61,57,66,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,Doctor
Science_PCB,96,81,91,98,89,,,,,,,,,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,Teacher
Science_PCM,57,94,,70,59,75,,,,,,,,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,Chartered Accountant
Science_PCM,82,86,,93,71,67,,,,,,,,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,Politician
Science_PCM,83,80,,92,54,79,,,,,,,,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,Entrepreneur
Science_PCB,60,69,76,83,61,,,,,,,,,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,Teacher
Commerce,,,,90,,57,73,62,100,,,,,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,Software Developer
Commerce,,,,83,,100,88,89,68,,,,,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,Politician
Science_PCM,60,73,,63,60,75,,,,,,,,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,Scientist
Commerce,,,,77,,85,87,79,71,,,,,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,Chartered Accountant
Science_PCB,57,61,58,60,89,,,,,,,,,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,Athlete
Arts,,,,60,,,,,,77,83,94,87,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,Teacher
Arts,,,,95,,,,,,86,77,74,100,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,Entrepreneur
Science_PCB,64,67,95,93,91,,,,,,,,,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,Athlete
Commerce,,,,74,,84,62,64,80,,,,,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,Scientist
Commerce,,,,82,,52,57,75,82,,,,,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,Doctor
Science_PCM,51,88,,71,63,82,,,,,,,,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,Entrepreneur
Science_PCM,66,85,,62,83,88,,,,,,,,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,Chartered Accountant
Arts,,,,86,,,,,,50,100,56,62,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,Politician
Commerce,,,,99,,50,71,65,99,,,,,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,Chartered Accountant
Science_PCM,66,94,,72,54,97,,,,,,,,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,Chartered Accountant
Science_PCB,97,70,61,64,98,,,,,,,,,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,Engineer
Commerce,,,,100,,68,71,88,82,,,,,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,Politician
Arts,,,,68,,,,,,84,96,66,82,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,Artist
Science_PCB,94,98,52,64,51,,,,,,,,,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,Athlete
Science_PCB,96,87,76,95,95,,,,,,,,,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,Chartered Accountant
Commerce,,,,65,,100,63,69,51,,,,,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,Engineer
Commerce,,,,87,,68,56,80,88,,,,,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,Teacher
Science_PCB,50,72,68,79,69,,,,,,,,,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,Chartered Accountant
Commerce,,,,74,,81,61,84,84,,,,,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,Artist
Science_PCM,79,64,,51,72,76,,,,,,,,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,Software Developer
Commerce,,,,54,,100,95,97,82,,,,,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,Artist
Science_PCB,74,77,53,71,80,,,,,,,,,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,Scientist
Commerce,,,,59,,78,72,75,67,,,,,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,Entrepreneur
Commerce,,,,51,,51,65,96,55,,,,,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,Teacher
Arts,,,,50,,,,,,70,85,63,81,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,Artist
Science_PCM,97,64,,67,82,82,,,,,,,,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,Engineer
Science_PCM,74,74,,64,52,98,,,,,,,,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,Entrepreneur
Science_PCM,55,58,,62,60,60,,,,,,,,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,Engineer
Science_PCM,87,75,,66,91,65,,,,,,,,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,Scientist
Commerce,,,,53,,97,62,64,79,,,,,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,Politician
Science_PCB,51,67,55,100,98,,,,,,,,,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,Doctor
Commerce,,,,94,,62,67,54,57,,,,,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,Doctor
Arts,,,,65,,,,,,100,67,55,84,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,Software Developer
Science_PCB,82,100,67,100,59,,,,,,,,,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,Athlete
Commerce,,,,50,,91,61,92,55,,,,,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,Engineer
Science_PCM,66,56,,62,68,62,,,,,,,,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,Politician
Arts,,,,78,,,,,,92,99,89,98,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,Entrepreneur
Science_PCB,71,83,96,51,66,,,,,,,,,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,Entrepreneur
Arts,,,,92,,,,,,97,93,76,92,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,Athlete
Science_PCM,91,75,,98,66,95,,,,,,,,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,Athlete
Commerce,,,,97,,55,68,78,82,,,,,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,Artist
Commerce,,,,97,,53,70,95,64,,,,,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,Teacher
Science_PCB,55,86,61,50,59,,,,,,,,,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,Doctor
Arts,,,,63,,,,,,65,70,89,74,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,Chartered Accountant
Arts,,,,65,,,,,,61,63,70,68,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,Teacher
Science_PCB,93,78,90,83,75,,,,,,,,,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,Engineer
Science_PCM,75,52,,89,61,72,,,,,,,,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,Politician
Science_PCM,92,72,,90,81,52,,,,,,,,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,Doctor
Science_PCB,80,66,66,65,93,,,,,,,,,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,Doctor
Science_PCB,91,96,91,58,84,,,,,,,,,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,Doctor
Commerce,,,,75,,87,93,85,99,,,,,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,Teacher
Science_PCM,70,98,,100,58,75,,,,,,,,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,Artist
Science_PCM,58,73,,76,82,96,,,,,,,,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,Doctor
Arts,,,,70,,,,,,65,63,72,68,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,Chartered Accountant
Arts,,,,67,,,,,,94,66,50,54,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,Artist
Science_PCM,90,98,,83,86,67,,,,,,,,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,Politician
Science_PCB,87,90,52,81,100,,,,,,,,,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,Engineer
Arts,,,,90,,,,,,61,86,93,77,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,Scientist
Science_PCM,84,95,,58,78,66,,,,,,,,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,Scientist
Arts,,,,78,,,,,,96,79,91,58,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,Athlete
